query,market,language,search_date,rank,page_title,url,domain,source_id,raw_excerpt
fornecedor de dióxido de titânio Brasil,BRAZIL,PT-BR,2026-08-29,1,Dióxido de Titânio | Fornecedor e Distribuidor | OXQuim,https://www.oxquim.com.br/produtos/dioxido-de-titanio/,oxquim.com.br,SERP-BRAZIL-PTBR-TIO2-SUPPLIER-20260829,"Dióxido de Titânio | Fornecedor e Distribuidor | OXQuim (https://www.oxquim.com.br/produtos/dioxido-de-titanio/) citeturn7search0 [wordlim: 200] Crawled: 4 days ago; Ingrediente técnico selecionado para compor formulações industriais e comerciais, com suporte da equipe OXQuim na definição do grau e do melhor enquadramento de uso. ... Onde comprar Dióxido de Titânio no Brasil? Ingrediente de Base e Composição # Dióxido de Titânio A OXQuim distribui Dióxido de Titânio para indústrias de Nutrição Animal, Nutrição Humana, Papel e Celulose, Personal Care, Plástico, Textil e Tintas e Vernizes, com atendimento técnico-comercial, logística própria e cotação sob demanda. Nutrição Animal Nutrição Humana Papel e Celulose Personal Care Plástico Textil Tintas e Vernizes Cotar no WhatsApp Solicitar cotação ## Resumo técnico Categoria funcional Ingrediente de Base e Composição Apresentaç"
fornecedor de dióxido de titânio Brasil,BRAZIL,PT-BR,2026-08-29,2,Intercroma | produtos químicos,https://www.intercroma.com/,intercroma.com,SERP-BRAZIL-PTBR-TIO2-SUPPLIER-20260829,"Intercroma | produtos químicos (https://www.intercroma.com/) citeturn7search1 [wordlim: 200] Crawled: yesterday; A Intercroma está entre os principais distribuidores de Dióxido de Titânio do Brasil há 10 anos consecutivos, segundo o Prêmio Paint & Pintura. Image: intercroma-especialidades quimicas-monomeros-tintas-industria-distribuicao produtos quimic Alta performance começa com escolha certa. Acesse nosso catálogo Image: Distribuição especializada de dióxido de titânio, oferecendo soluções de ponta para indústrias de tintas e revestimentos ## DISTRIBUIÇÃO ## QUÍMICOS A Intercroma distribui os melhores insumos químicos do mercado global para impulsionar a performance, garantir qualidade superior e aumentar a rentabilidade das suas formulações industriais. Conte com soluções especializadas e um suporte técnico diferenciado para elevar os resultados da sua empresa. Image: diox"
fornecedor de dióxido de titânio Brasil,BRAZIL,PT-BR,2026-08-29,3,Fornecedores de Dióxido de Titânio - ForneceB2B,https://www.forneceb2b.com.br/dioxido-de-titanio,forneceb2b.com.br,SERP-BRAZIL-PTBR-TIO2-SUPPLIER-20260829,"Fornecedores de Dióxido de Titânio - ForneceB2B (https://www.forneceb2b.com.br/dioxido-de-titanio) citeturn7search2 [wordlim: 200] Published: last month; Crawled: 4 days ago; Tpp do Brasil - Produtos Químicos e Petroquímicos ... O manuseio do dióxido de titânio requer a utilização de equipamentos de proteção individual, como máscaras e luvas, para evitar a inalação do pó e o contato direto com a pele. Início Categorias Dióxido de Titânio # Encontramos 7 fornecedores de Dióxido de Titânio Acert Comercial - Químicos e Meio Ambiente Fornece: Ácido Bórico, Formol, Ácido Oxálico, Dióxido de Titânio e mais outras 6 categorias São Bernardo do Campo - SP Mais informações Tpp do Brasil - Produtos Químicos e Petroquímicos Fornece: Cera de Polietileno, Cera Bisteramida, Ácido Esteárico Animal, Ácido Esteárico Vegetal e mais outras 13 categorias Cotia - SP Desde 2023 11-50 funcionários"
fornecedor de dióxido de titânio Brasil,BRAZIL,PT-BR,2026-08-29,4,Dióxido de Titânio - Sulfibra,https://sulfibra.com.br/produtos/dioxido-de-titanio/,sulfibra.com.br,SERP-BRAZIL-PTBR-TIO2-SUPPLIER-20260829,"Dióxido de Titânio - Sulfibra (https://sulfibra.com.br/produtos/dioxido-de-titanio/) citeturn7search3 [wordlim: 200] Crawled: last week; O Dióxido de Titânio é um pigmento branco, sendo um dos materiais mais versáteis do mundo. ... Brasil Image NEW FIBRAS – GO * Rua Rio Verde, 1787 - Qd. 1, Lt. 17 - Vila Abajá, Goiânia - GO, 74550-420 estado GO cidade GOIÂNIA País Brasil VER REPRESENTANTE NEW FIBRAS – GO VER DISTRIBUIDOR Image SC Compósitos – SC * BR 101 km 217, no 1700 Centro • Palhoça/SC estado SC cidade PALHOÇA País Brasil VER REPRESENTANTE SC Compósitos – SC VER DISTRIBUIDOR Image SC Compósitos – MG * Rua Bernarda Silvestre, 108 - São Sebastião, Contagem - MG, 32115-010 estado MG cidade Contagem País Brasil VER REPRESENTANTE SC Compósitos – MG VER DISTRIBUIDOR Image TITANS QUIMICA – PR * Rodovia BR-101, nº 1700 - Passa Vinte, Palhoça"
fornecedor de dióxido de titânio Brasil,BRAZIL,PT-BR,2026-08-29,5,Página Inicial - Dixem Distribuidora,https://www.dixem.com.br/,dixem.com.br,SERP-BRAZIL-PTBR-TIO2-SUPPLIER-20260829,Página Inicial - Dixem Distribuidora (https://www.dixem.com.br/) citeturn7search4 [wordlim: 200] Crawled: 2 weeks ago; Fazemos negócios para o Brasil e América Latina. ... ###### Dióxido de Titânio ... Image: Imagem do WhatsApp de 2025-03-14 à(s) 13.44.05_66cc9d1b 1 ## Temos a solução química ideal para a sua empresa! ### A Dixem fornece a matéria-prima ideal para o seu produto. Fazemos negócios para o Brasil e América Latina. #### Conheça nossas soluções ###### Aditivos ### Conheça a nossa linha de aditivos de alto padrão. ### Clique aqui Get Started ###### Resinas ### Conheça nossas resinas de alta qualidade. ### Clique aqui Get Started ###### Dióxido de Titânio ### Conheça os nossos grupos de TIO2. ### Clique aqui Get Started ###### Pigmentos ### Conheça a nossa lista de pigmentos. ### Clique aqui Get Started ###### Corantes ### Conheça a nossa lista de corante
fornecedor de dióxido de titânio Brasil,BRAZIL,PT-BR,2026-08-29,6,:: INDUCOLOR ::,https://inducolor.com.br/partners,inducolor.com.br,SERP-BRAZIL-PTBR-TIO2-SUPPLIER-20260829,":: INDUCOLOR :: (https://inducolor.com.br/partners) citeturn7search5 [wordlim: 200] Crawled: 5 days ago; Produtos: Dióxido de Titânio Rútilo SR 2377. ... Área Industrial II - Cocal do Sul/SC - Brasil # Nossas representações/distribuições ## Somos altamente criteriosos na seleção de fornecedores que garantam o padrão de qualidade e repetibilidade Inducolor. Assim, geramos previsibilidade e segurança por meio de uma entrega ágil e pautada na pronta disponibilidade em estoque. ### Representação * Image # DOGUIDE Group ## Área de Atuação: Todo território nacional. Produtos: Dióxido de Titânio Rútilo SR 2377. * Image # Fortal Química ## Área de Atuação: Todo o estado de Santa Catarina. Produtos: HPMC (hidroxipropilmetilcelulose), indicado para indústrias de argamassas e rejuntes. * Image # DENVER Especialidades ## Área de Atuação: Sul e Oeste de SC. Produtos: CMC (c"
fornecedor de dióxido de titânio Brasil,BRAZIL,PT-BR,2026-08-29,7,Home - Petra Tecnica Importadora de Barita,https://petratecnica.com/,petratecnica.com,SERP-BRAZIL-PTBR-TIO2-SUPPLIER-20260829,"Home - Petra Tecnica Importadora de Barita (https://petratecnica.com/) citeturn7search6 [wordlim: 200] Crawled: last week; Image: importadora-distribuidora-de-produtos-quimicos-barita-caulim-calcinado-mica-talco-quartzo-no-brasil29 ... Dióxido de titânio | sulfato de bário precipitado | pigmentos ... Amplamente utilizado nas indústrias de tintas, plásticos, fios e cabos elétricos, massa para polir, auxiliares do couro e também pode ser empregado como extender substituto parcial do TiO2 em formulações. Petra Tecnica Importadora de Barita * +55 11 99196-1759 ## petra * Home * Sobre nós * Produtos * Política da Qualidade * Contato Image: importadora-distribuidora-de-produtos-quimicos-barita-caulim-calcinado-mica-talco-quartzo-no-brasil29 ## petra # Importadora e Distribuidora de Barita | Caulim | Quartzo | Mica Muscovita | Talco | Especialidades Químicas ## MAIS DE 30"
fornecedor de dióxido de titânio Brasil,BRAZIL,PT-BR,2026-08-29,8,Dióxido de Titânio - Assunção DistribuidoraAssunção Distribuidora,https://assuncaodistribuidora.com.br/produtos/dioxido-de-titanio-3/,assuncaodistribuidora.com.br,SERP-BRAZIL-PTBR-TIO2-SUPPLIER-20260829,"Dióxido de Titânio - Assunção DistribuidoraAssunção Distribuidora (https://assuncaodistribuidora.com.br/produtos/dioxido-de-titanio-3/) citeturn7search7 [wordlim: 200] Crawled: 5 months ago; A Assunção Distribuidora Ltda atua na distribuição de matérias-prima e insumos industriais nas regiões Nordeste e Norte do Brasil.# Dióxido de Titânio # Assunção Distribuidora * Home * Empresa A Assunção Distribuidora Ltda atua na distribuição de matérias-prima e insumos industriais nas regiões Nordeste e Norte do Brasil. # Dióxido de Titânio ##### Image Nome Comercial: Tioxide Sinônimo: Dióxido de Titânio Rutilo ## véu Nexus ## véu de vidro ## tecido de fibra de vidro 600 e 800 g/m², ## talco ## roving de telha ## roving de filamento ## resina poliéster tereftálica ### ISO 9001: 2015 A International Organization for Standardization é um conjunto de normas técnicas que estabe"
fornecedor de dióxido de titânio Brasil,BRAZIL,PT-BR,2026-08-29,9,Arquivos Dióxido de Titânio - Aromat | Distribuidora de Produtos Químicos,https://aromat.com.br/produto_categoria/dioxido-de-titanio/,aromat.com.br,SERP-BRAZIL-PTBR-TIO2-SUPPLIER-20260829,"Arquivos Dióxido de Titânio - Aromat | Distribuidora de Produtos Químicos (https://aromat.com.br/produto_categoria/dioxido-de-titanio/) citeturn7search8 [wordlim: 200] Crawled: 9 months ago; * [Input: Digite o nome do Produto] ... ## Dióxido de Titânio * [Input: Digite o nome do Produto] * [Select] * [Select] * [Input] ## Dióxido de Titânio ## Dióxido de Titânio Tiona 592® ## Categoria: ## Dióxido de Titânio, Dióxido de Titânio, Pigmentos ## Segmento(s): ## Borracha, Plásticos, Tintas, Tintas Automotivas, Tintas de Impressão, Tintas Decorativas, Tintas Industriais Solicitar orçamento ## Dióxido de Titânio Tiona 242® ## Categoria: ## Dióxido de Titânio, Dióxido de Titânio ## Segmento(s): ## Borracha, Plásticos Solicitar orçamento ## SODASIL® P 95 ## Categoria: ## Dióxido de Titânio, Extender de Titânio ## Segmento(s): ## Plásticos, Tintas, Tintas Automotiva"
fornecedor de dióxido de titânio Brasil,BRAZIL,PT-BR,2026-08-29,10,"Comprar Dióxido de Titânio: fornecedor, atacadista, distribuidor | Brenntag",https://www.brenntag.com/pt-br/produtos/dioxido-de-titanio.html,brenntag.com,SERP-BRAZIL-PTBR-TIO2-SUPPLIER-20260829,"Comprar Dióxido de Titânio: fornecedor, atacadista, distribuidor | Brenntag (https://www.brenntag.com/pt-br/produtos/dioxido-de-titanio.html) citeturn7search9 [wordlim: 200] Crawled: last month; As áreas de aplicação mais importantes são tintas e vernizes, bem como papel e plásticos, responsáveis pela maior parte do consumo mundial de dióxido de titânio. # Dióxido de Titânio As áreas de aplicação mais importantes são tintas e vernizes, bem como papel e plásticos, responsáveis pela maior parte do consumo mundial de dióxido de titânio. Também é usado em pigmentos como tintas de impressão, fibras, borracha, produtos cosméticos e alimentos. Sinónimos Titania, TiO2, Anatase Fórmula química TiO2 Número CAS 13463-67-7 ## Características Peso molar 79.866 g/mol Ponto de fusão 1855 °C Ponto de ebulição 2500-3000 °C Densidade 3.7 to 4.2 g/cc Formulários"
